Incident_ID,Fraud_Type_Code,Victim_District_Code,Time_of_Day_Code,Amount_Bracket_Code,Target_ATM_Zone_Code
INC-13481,5,7,3,3,4
INC-13482,6,6,3,3,4
INC-13483,3,2,0,3,0
INC-13484,0,2,1,1,0
INC-13485,7,2,1,2,1
INC-13486,4,7,3,2,8
INC-13487,3,3,3,3,2
INC-13488,7,6,2,2,0
INC-13489,3,1,3,3,4
INC-13490,4,1,3,2,8
INC-13491,0,2,1,0,3
INC-13492,5,10,3,3,1
INC-13493,2,5,1,0,4
INC-13494,0,10,1,0,1
INC-13495,1,6,2,0,0
INC-13496,1,8,2,0,0
INC-13497,7,10,1,2,7
INC-13498,7,8,3,2,5
INC-13499,1,8,0,1,3
INC-13500,7,8,0,1,0
INC-13501,0,2,2,1,7
INC-13502,7,2,3,2,9
INC-13503,5,6,3,3,9
INC-13504,5,4,3,3,9
INC-13505,3,3,3,3,6
INC-13506,7,5,3,2,0
INC-13507,0,1,2,0,0
INC-13508,2,2,1,0,0
INC-13509,3,7,3,3,6
INC-13510,3,7,3,2,6
INC-13511,3,1,3,2,1
INC-13512,3,5,3,2,9
INC-13513,0,7,0,0,7
INC-13514,5,3,3,3,9
INC-13515,6,0,3,2,4
INC-13516,0,0,1,1,2
INC-13517,1,1,1,1,2
INC-13518,6,4,3,3,4
INC-13519,2,6,0,1,1
INC-13520,7,3,1,2,0
INC-13521,1,4,2,1,2
INC-13522,0,1,2,1,6
INC-13523,2,8,1,1,0
INC-13524,5,5,3,3,1
INC-13525,5,8,3,3,3
INC-13526,5,3,2,3,5
INC-13527,3,5,3,3,9
INC-13528,6,1,3,3,5
INC-13529,2,0,2,0,7
INC-13530,6,5,3,3,9
INC-13531,0,6,1,0,2
INC-13532,6,9,3,3,9
INC-13533,1,1,1,1,2
INC-13534,1,8,2,1,3
INC-13535,2,9,1,0,7
INC-13536,3,10,3,2,1
INC-13537,3,5,3,3,4
INC-13538,1,4,1,1,7
INC-13539,0,8,1,0,3
INC-13540,2,6,1,0,7
INC-13541,4,1,3,2,2
INC-13542,3,2,3,2,8
INC-13543,6,8,3,3,1
INC-13544,4,3,2,2,8
INC-13545,0,7,0,1,7
INC-13546,5,8,3,2,4
INC-13547,3,0,3,3,4
INC-13548,1,3,2,0,7
INC-13549,7,10,2,2,9
INC-13550,7,0,0,1,5
INC-13551,4,10,2,1,0
INC-13552,2,10,1,1,3
INC-13553,0,4,1,1,2
INC-13554,5,5,3,3,9
INC-13555,0,0,2,1,2
INC-13556,4,1,2,2,8
INC-13557,4,10,3,1,2
INC-13558,5,5,3,3,9
INC-13559,2,2,1,1,7
INC-13560,3,6,1,3,5
INC-13561,2,9,2,1,2
INC-13562,4,4,3,2,5
INC-13563,6,4,3,3,4
INC-13564,0,3,1,0,2
INC-13565,6,9,3,3,9
INC-13566,7,1,3,2,5
INC-13567,6,2,3,3,4
INC-13568,0,5,1,0,0
INC-13569,2,6,2,1,7
INC-13570,4,4,3,2,8
INC-13571,2,7,1,0,7
INC-13572,2,2,1,1,3
INC-13573,4,7,2,1,5
INC-13574,0,2,2,1,2
INC-13575,5,2,2,3,9
INC-13576,6,7,3,3,6
INC-13577,5,1,1,3,3
INC-13578,1,8,0,1,7
INC-13579,0,1,1,0,7
INC-13580,3,4,3,3,1
INC-13581,0,10,2,0,0
INC-13582,1,7,2,0,7
INC-13583,6,0,3,3,9
INC-13584,6,5,3,3,4
INC-13585,1,2,1,0,2
INC-13586,7,10,3,2,8
INC-13587,0,9,1,0,3
INC-13588,3,4,3,3,4
INC-13589,6,7,3,3,1
INC-13590,2,10,0,1,0
INC-13591,6,9,3,2,1
INC-13592,6,2,3,3,4
INC-13593,4,9,2,1,0
INC-13594,1,2,2,1,2
INC-13595,7,10,2,1,9
INC-13596,0,8,1,0,3
INC-13597,3,7,3,2,1
INC-13598,6,4,3,2,6
INC-13599,3,5,3,3,9
INC-13600,2,6,1,1,7
INC-13601,0,4,0,1,3
INC-13602,7,6,0,1,5
INC-13603,1,4,2,1,0
INC-13604,5,6,3,2,6
INC-13605,4,6,3,2,6
INC-13606,1,0,0,0,7
INC-13607,1,3,2,1,2
INC-13608,7,4,0,1,3
INC-13609,3,7,3,3,4
INC-13610,4,8,0,1,2
INC-13611,3,4,3,2,1
INC-13612,5,9,3,3,6
INC-13613,1,2,1,0,7
INC-13614,2,1,1,1,4
INC-13615,7,9,1,2,5
INC-13616,1,7,1,1,3
INC-13617,1,2,3,0,4
INC-13618,4,5,3,2,6
INC-13619,4,10,1,2,3
INC-13620,2,8,1,0,2
INC-13621,5,1,1,2,4
INC-13622,7,10,2,1,3
INC-13623,0,10,2,1,2
INC-13624,2,1,1,1,0
INC-13625,7,6,0,1,6
INC-13626,3,6,3,2,4
INC-13627,0,2,1,1,2
INC-13628,2,9,0,1,2
INC-13629,1,8,0,1,0
INC-13630,5,8,2,2,6
INC-13631,1,1,0,1,3
INC-13632,2,0,2,1,2
INC-13633,2,6,3,1,3
INC-13634,3,8,3,3,4
INC-13635,0,10,1,1,7
INC-13636,0,5,2,0,0
INC-13637,0,6,2,1,7
INC-13638,4,5,3,2,6
INC-13639,7,9,2,1,8
INC-13640,1,9,1,0,3
INC-13641,7,1,3,2,4
INC-13642,3,6,3,3,1
INC-13643,7,8,3,2,2
INC-13644,1,10,2,1,2
INC-13645,4,6,0,1,1
INC-13646,4,2,1,2,0
INC-13647,4,4,0,2,1
INC-13648,1,0,0,0,2
INC-13649,2,7,2,0,7
INC-13650,2,7,2,1,3
INC-13651,3,9,0,2,3
INC-13652,0,4,1,1,2
INC-13653,3,9,3,3,1
INC-13654,0,7,1,1,7
INC-13655,0,7,1,0,2
INC-13656,3,4,3,3,9
INC-13657,7,7,3,1,4
INC-13658,6,2,3,3,4
INC-13659,1,2,1,0,7
INC-13660,3,7,3,3,6
INC-13661,6,1,3,3,6
INC-13662,6,3,3,2,6
INC-13663,3,1,3,3,4
INC-13664,2,8,0,0,7
INC-13665,0,10,0,0,2
INC-13666,2,9,0,0,8
INC-13667,1,8,3,0,5
INC-13668,6,3,3,3,4
INC-13669,0,1,1,1,2
INC-13670,2,0,1,0,7
INC-13671,0,7,0,0,7
INC-13672,3,6,3,2,9
INC-13673,4,4,1,2,7
INC-13674,3,10,3,3,1
INC-13675,4,3,0,1,9
INC-13676,3,2,0,3,5
INC-13677,5,10,3,3,1
INC-13678,0,6,1,1,2
INC-13679,1,9,0,0,3
INC-13680,4,4,3,1,7
INC-13681,5,5,0,2,3
INC-13682,6,9,3,3,6
INC-13683,7,5,1,1,5
INC-13684,3,9,3,3,9
INC-13685,0,3,2,0,5
INC-13686,0,6,0,0,0
INC-13687,4,7,1,1,5
INC-13688,2,2,0,0,7
INC-13689,4,4,3,1,9
INC-13690,0,6,0,0,0
INC-13691,3,4,3,2,6
INC-13692,4,7,3,1,5
INC-13693,1,8,1,0,1
INC-13694,5,0,3,3,1
INC-13695,7,6,0,1,0
INC-13696,1,4,2,1,0
INC-13697,6,5,3,3,9
INC-13698,0,3,3,0,6
INC-13699,0,0,1,1,0
INC-13700,1,5,1,1,0
INC-13701,3,5,3,3,4
INC-13702,2,4,2,0,7
INC-13703,1,0,3,0,6
INC-13704,4,7,3,2,6
INC-13705,5,10,3,2,4
INC-13706,3,9,3,2,9
INC-13707,3,10,3,2,9
INC-13708,0,8,1,1,0
INC-13709,0,1,1,1,1
INC-13710,2,6,0,1,3
INC-13711,0,3,3,1,6
INC-13712,0,3,0,1,3
INC-13713,7,10,3,2,2
INC-13714,6,3,3,2,4
INC-13715,0,1,1,0,7
INC-13716,4,6,2,2,5
INC-13717,3,10,3,3,4
INC-13718,3,9,3,3,6
INC-13719,5,3,3,3,6
INC-13720,2,1,1,0,0
INC-13721,4,1,3,2,1
INC-13722,7,2,3,2,1
INC-13723,4,0,3,1,3
INC-13724,1,2,0,1,7
INC-13725,1,8,2,1,3
INC-13726,1,6,1,0,2
INC-13727,4,4,1,1,6
INC-13728,5,2,3,2,6
INC-13729,5,5,3,3,1
INC-13730,2,6,2,0,3
INC-13731,3,4,3,3,4
INC-13732,1,8,1,0,7
INC-13733,3,1,3,3,4
INC-13734,5,9,3,3,1
INC-13735,4,10,3,2,2
INC-13736,7,3,2,1,0
INC-13737,3,10,3,3,4
INC-13738,6,7,3,3,4
INC-13739,3,1,3,3,4
INC-13740,4,5,3,2,0
INC-13741,2,2,0,1,2
INC-13742,3,9,3,3,9
INC-13743,6,5,3,3,1
INC-13744,3,3,0,3,5
INC-13745,0,1,1,0,0
INC-13746,7,2,0,1,0
INC-13747,2,6,3,1,8
INC-13748,6,10,3,3,1
INC-13749,1,4,1,0,7
INC-13750,6,7,3,3,1
INC-13751,3,3,3,2,6
INC-13752,7,0,3,2,6
INC-13753,6,10,3,3,6
INC-13754,6,7,3,3,4
INC-13755,3,8,3,2,1
INC-13756,5,4,3,3,9
INC-13757,6,0,3,3,4
INC-13758,7,8,0,2,0
INC-13759,1,0,0,1,3
INC-13760,2,0,1,1,2
INC-13761,3,2,3,3,9
INC-13762,7,3,3,1,1
INC-13763,7,5,3,1,7
INC-13764,2,5,2,0,2
INC-13765,5,1,0,3,0
INC-13766,5,7,3,3,6
INC-13767,3,9,3,2,4
INC-13768,1,7,1,1,2
INC-13769,0,10,0,0,2
INC-13770,7,9,2,2,5
INC-13771,4,4,0,2,3
INC-13772,0,3,0,1,4
INC-13773,7,10,3,2,8
INC-13774,5,2,3,3,4
INC-13775,3,4,3,3,1
INC-13776,2,8,0,1,7
INC-13777,7,0,0,2,2
INC-13778,4,5,1,1,6
INC-13779,7,1,3,2,7
INC-13780,6,2,3,3,6
INC-13781,7,1,0,2,4
INC-13782,5,0,3,3,1
INC-13783,4,1,0,2,3
INC-13784,0,8,1,0,7
INC-13785,7,5,0,1,2
INC-13786,0,0,1,1,2
INC-13787,6,4,3,3,6
INC-13788,5,3,3,3,9
INC-13789,3,8,3,3,1
INC-13790,1,9,0,0,3
INC-13791,4,9,3,1,5
INC-13792,3,0,3,3,6
INC-13793,1,6,2,1,0
INC-13794,1,7,2,1,3
INC-13795,4,2,1,2,0
INC-13796,3,3,3,3,6
INC-13797,2,8,1,1,5
INC-13798,3,6,2,3,3
INC-13799,0,6,1,1,0
INC-13800,7,6,0,2,1
INC-13801,0,0,0,0,0
INC-13802,2,7,1,0,2
INC-13803,0,10,2,1,7
INC-13804,3,3,3,3,4
INC-13805,5,7,3,3,9
INC-13806,5,7,3,2,4
INC-13807,3,8,3,2,9
INC-13808,6,4,3,2,1
INC-13809,7,2,1,2,4
INC-13810,7,0,0,2,2
INC-13811,4,2,0,1,6
INC-13812,4,1,0,2,3
INC-13813,3,2,3,3,6
INC-13814,0,0,2,0,7
INC-13815,7,5,1,1,1
INC-13816,7,3,3,2,8
INC-13817,3,0,3,2,1
INC-13818,5,0,3,3,9
INC-13819,2,9,1,1,0
INC-13820,7,9,0,1,0
INC-13821,6,7,3,2,9
INC-13822,4,8,3,2,8
INC-13823,2,1,1,0,7
INC-13824,5,4,3,3,4
INC-13825,1,3,1,1,2
INC-13826,4,3,3,2,5
INC-13827,4,7,1,1,0
INC-13828,5,1,3,3,4
INC-13829,6,5,3,3,4
INC-13830,5,8,3,2,6
INC-13831,7,5,3,1,3
INC-13832,2,7,2,0,7
INC-13833,0,9,2,0,3
INC-13834,4,2,2,2,3
INC-13835,7,10,0,1,9
INC-13836,4,6,1,2,8
INC-13837,7,2,3,2,3
INC-13838,6,3,3,3,4
INC-13839,4,4,0,2,5
INC-13840,0,10,0,1,2
INC-13841,0,7,0,1,3
INC-13842,2,8,0,0,7
INC-13843,3,2,3,3,4
INC-13844,0,6,0,0,0
INC-13845,7,0,0,2,1
INC-13846,3,9,1,2,5
INC-13847,1,10,1,1,7
INC-13848,1,7,1,0,7
INC-13849,4,8,0,2,2
INC-13850,1,10,1,0,0
INC-13851,5,6,0,3,7
INC-13852,4,1,3,2,6
INC-13853,7,5,3,2,4
INC-13854,7,3,1,2,5
INC-13855,6,5,3,3,1
INC-13856,4,0,0,2,5
INC-13857,6,6,3,3,9
INC-13858,7,9,2,2,0
INC-13859,3,10,3,3,1
INC-13860,6,3,3,2,9
INC-13861,3,0,3,2,9
INC-13862,2,6,0,1,0
INC-13863,7,3,2,1,5
INC-13864,2,5,1,1,0
INC-13865,7,5,0,1,0
INC-13866,3,3,3,3,1
INC-13867,1,3,2,1,0
INC-13868,0,0,2,0,2
INC-13869,3,10,0,3,4
INC-13870,4,10,3,1,8
INC-13871,5,8,1,2,1
INC-13872,6,0,3,2,9
INC-13873,3,1,3,3,1
INC-13874,7,2,0,2,0
INC-13875,2,5,1,1,3
INC-13876,5,9,3,3,0
INC-13877,6,9,3,3,9
INC-13878,5,8,3,2,6
INC-13879,1,1,1,0,0
INC-13880,5,8,3,3,6
INC-13881,2,2,2,1,2
INC-13882,6,9,3,3,4
INC-13883,6,2,1,3,3
INC-13884,7,9,1,2,1
INC-13885,3,5,1,3,6
INC-13886,2,1,1,0,7
INC-13887,1,2,1,1,2
INC-13888,6,0,3,3,1
INC-13889,6,3,3,3,1
INC-13890,6,4,1,3,3
INC-13891,2,6,2,1,4
INC-13892,4,5,3,2,5
INC-13893,7,4,1,2,7
INC-13894,2,7,2,1,7
INC-13895,2,2,2,0,3
INC-13896,0,6,0,1,3
INC-13897,1,10,1,1,7
INC-13898,1,6,3,0,1
INC-13899,0,0,3,0,4
INC-13900,3,2,3,3,6
INC-13901,5,10,0,2,3
INC-13902,2,1,1,1,3
INC-13903,7,10,1,1,9
INC-13904,7,5,0,1,9
INC-13905,3,5,3,3,4
INC-13906,6,3,3,3,4
INC-13907,4,5,1,1,5
INC-13908,2,0,2,0,0
INC-13909,7,7,0,1,5
INC-13910,4,3,1,1,0
INC-13911,2,2,3,1,1
INC-13912,0,6,2,0,3
INC-13913,6,2,3,2,9
INC-13914,6,3,3,3,4
INC-13915,7,8,2,2,3
INC-13916,1,2,1,0,3
INC-13917,0,9,1,0,7
INC-13918,1,10,1,1,0
INC-13919,3,9,0,3,0
INC-13920,1,2,0,1,0
INC-13921,6,1,3,3,6
INC-13922,0,3,0,1,6
INC-13923,0,10,0,0,0
INC-13924,5,7,3,3,6
INC-13925,3,9,3,3,4
INC-13926,3,4,3,2,4
INC-13927,2,4,0,0,2
INC-13928,1,0,0,1,5
INC-13929,3,0,3,3,4
INC-13930,6,10,3,3,6
INC-13931,7,7,0,1,5
INC-13932,2,2,3,1,5
INC-13933,0,4,1,0,0
INC-13934,4,4,3,1,0
INC-13935,4,1,0,2,0
INC-13936,3,6,3,3,1
INC-13937,7,7,0,2,3
INC-13938,5,3,3,3,1
INC-13939,7,3,2,1,9
INC-13940,7,2,3,2,1
INC-13941,6,10,3,3,4
INC-13942,4,5,3,2,9
INC-13943,1,3,0,0,0
INC-13944,5,10,1,3,9
INC-13945,2,1,0,1,2
INC-13946,6,1,3,2,1
INC-13947,3,7,3,3,1
INC-13948,5,7,3,3,4
INC-13949,4,3,3,1,6
INC-13950,5,3,3,3,6
INC-13951,0,2,3,1,6
INC-13952,3,3,3,3,6
INC-13953,3,6,3,3,4
INC-13954,7,1,0,1,4
INC-13955,1,4,2,1,0
INC-13956,0,0,2,1,2
INC-13957,1,6,1,0,0
INC-13958,4,6,3,1,7
INC-13959,2,10,1,1,7
INC-13960,2,5,2,1,2
INC-13961,6,2,3,3,9
INC-13962,4,7,1,2,7
INC-13963,7,9,1,2,8
INC-13964,1,3,0,1,2
INC-13965,7,3,2,1,1
INC-13966,1,7,0,0,9
INC-13967,5,6,3,2,6
INC-13968,5,4,3,2,1
INC-13969,5,6,0,3,3
INC-13970,5,6,1,3,4
INC-13971,1,6,1,0,3
INC-13972,1,2,2,1,3
INC-13973,1,0,1,1,0
INC-13974,6,3,3,3,4
INC-13975,2,3,1,0,7
INC-13976,4,6,1,2,6
INC-13977,4,2,0,2,7
INC-13978,1,8,1,1,7
INC-13979,2,9,3,1,0
INC-13980,0,1,0,0,0
INC-13981,7,8,0,1,9
INC-13982,1,5,1,1,7
INC-13983,7,10,1,2,7
INC-13984,4,2,3,2,6
INC-13985,6,10,3,3,9
INC-13986,1,4,2,0,3
INC-13987,7,1,2,2,2
INC-13988,3,9,3,2,9
INC-13989,1,0,0,0,0
INC-13990,5,2,3,3,1
INC-13991,7,8,2,2,1
INC-13992,7,4,0,2,6
INC-13993,6,9,3,3,5
INC-13994,3,3,0,3,2
INC-13995,3,5,3,3,1
INC-13996,1,10,1,1,3
INC-13997,0,1,2,0,7
INC-13998,4,1,2,1,7
INC-13999,4,9,1,1,1
INC-14000,6,7,3,3,4
INC-14001,0,9,1,1,3
INC-14002,0,7,0,0,8
INC-14003,3,1,1,3,3
INC-14004,1,5,2,1,0
INC-14005,2,2,0,0,7
INC-14006,7,5,1,1,9
INC-14007,7,5,1,2,9
INC-14008,4,6,0,1,5
INC-14009,1,6,1,0,2
INC-14010,5,2,3,3,9
INC-14011,6,0,3,2,0
INC-14012,4,8,0,2,1
INC-14013,4,4,3,2,7
INC-14014,6,8,3,3,9
INC-14015,3,7,1,3,4
INC-14016,0,8,1,1,3
INC-14017,5,0,3,3,4
INC-14018,5,2,1,3,3
INC-14019,5,1,3,3,1
INC-14020,0,8,2,1,3
INC-14021,6,1,3,3,4
INC-14022,6,4,3,2,4
INC-14023,0,3,1,0,7
INC-14024,3,8,3,3,4
INC-14025,4,6,3,2,0
INC-14026,5,5,0,3,4
INC-14027,1,5,1,1,3
INC-14028,3,3,3,3,6
INC-14029,4,6,3,2,4
INC-14030,0,4,1,0,2
INC-14031,2,3,0,1,7
INC-14032,4,7,0,2,8
INC-14033,0,1,1,1,0
INC-14034,0,5,2,0,3
INC-14035,3,10,3,3,1
INC-14036,1,4,1,1,3
INC-14037,2,5,2,1,2
INC-14038,5,8,3,3,6
INC-14039,5,5,3,3,9
INC-14040,4,1,0,2,9
INC-14041,0,8,0,1,3
INC-14042,4,8,1,1,9
INC-14043,0,9,1,1,0
INC-14044,0,5,1,1,0
INC-14045,2,3,1,0,2
INC-14046,1,6,1,1,2
INC-14047,6,4,3,2,6
INC-14048,3,3,3,3,6
INC-14049,7,6,3,2,5
INC-14050,0,7,1,0,6
INC-14051,3,9,3,3,1
INC-14052,1,7,1,1,0
INC-14053,6,2,1,3,7
INC-14054,7,8,0,2,2
INC-14055,7,4,1,1,3
INC-14056,2,2,3,0,2
INC-14057,4,3,1,2,7
INC-14058,6,7,3,3,2
INC-14059,1,0,0,0,0
INC-14060,3,0,3,2,9
INC-14061,7,10,3,2,8
INC-14062,3,9,3,3,6
INC-14063,1,3,2,1,7
INC-14064,1,8,1,0,7
INC-14065,3,1,3,2,9
INC-14066,3,8,2,3,0
INC-14067,1,10,1,1,0
INC-14068,0,2,1,1,2
INC-14069,7,6,3,2,3
INC-14070,0,0,1,1,2
INC-14071,4,10,1,2,6
INC-14072,6,9,3,3,1
INC-14073,0,0,2,1,3
INC-14074,2,0,0,1,5
INC-14075,6,5,2,3,9
INC-14076,1,10,0,1,2
INC-14077,1,2,1,1,2
INC-14078,6,7,3,3,4
INC-14079,7,8,0,1,5
INC-14080,5,8,3,3,6
INC-14081,5,1,3,2,4
INC-14082,4,5,2,2,2
INC-14083,4,8,3,2,6
INC-14084,6,6,3,3,9
INC-14085,6,3,2,3,3
INC-14086,3,9,3,3,6
INC-14087,2,2,1,0,3
INC-14088,7,3,1,1,5
INC-14089,1,5,1,0,8
INC-14090,2,6,1,1,7
INC-14091,0,10,1,0,0
INC-14092,7,1,0,2,6
INC-14093,0,8,0,1,0
INC-14094,2,5,2,1,6
INC-14095,2,1,1,0,2
INC-14096,7,1,2,1,0
INC-14097,5,9,3,3,6
INC-14098,4,3,2,2,8
INC-14099,5,9,3,3,1
INC-14100,1,3,2,1,5
INC-14101,5,8,3,2,7
INC-14102,6,1,3,3,1
INC-14103,4,4,3,1,4
INC-14104,6,1,3,3,9
INC-14105,6,4,3,3,0
INC-14106,2,7,2,0,0
INC-14107,6,3,3,3,1
INC-14108,3,0,3,3,9
INC-14109,3,4,3,3,6
INC-14110,1,5,1,0,2
INC-14111,3,0,3,3,6
INC-14112,3,6,3,3,1
INC-14113,7,3,1,1,6
INC-14114,5,4,3,3,6
INC-14115,1,2,0,0,2
INC-14116,3,3,0,3,8
INC-14117,0,8,2,0,3
INC-14118,4,6,3,2,0
INC-14119,4,2,0,1,6
INC-14120,3,8,3,2,4
INC-14121,6,5,3,3,9
INC-14122,3,7,3,2,4
INC-14123,3,7,3,3,4
INC-14124,2,10,1,0,7
INC-14125,1,6,1,1,7
INC-14126,7,2,1,2,5
INC-14127,1,7,0,1,0
INC-14128,1,1,1,1,0
INC-14129,7,1,1,2,8
INC-14130,6,9,1,2,4
INC-14131,5,2,0,3,3
INC-14132,4,10,0,2,5
INC-14133,4,10,3,2,1
INC-14134,7,1,1,1,5
INC-14135,2,4,0,1,3
INC-14136,1,4,2,0,7
INC-14137,3,10,3,3,1
INC-14138,6,10,3,3,4
INC-14139,7,1,3,2,8
INC-14140,1,4,2,1,7
INC-14141,3,7,3,3,1
INC-14142,3,7,3,3,9
INC-14143,7,5,2,1,0
INC-14144,7,2,1,2,0
INC-14145,7,4,0,1,8
INC-14146,4,4,0,1,2
INC-14147,5,6,3,2,9
INC-14148,1,6,2,0,0
INC-14149,2,4,1,1,0
INC-14150,6,3,3,2,6
INC-14151,0,10,1,1,2
INC-14152,7,6,3,2,6
INC-14153,5,7,3,3,9
INC-14154,6,3,3,3,4
INC-14155,7,9,3,1,2
INC-14156,2,4,0,0,0
INC-14157,0,3,0,1,6
INC-14158,3,2,3,3,1
INC-14159,5,4,3,2,4
INC-14160,3,10,0,3,2
INC-14161,3,0,3,2,2
INC-14162,6,0,3,3,4
INC-14163,2,7,2,1,3
INC-14164,4,7,3,2,5
INC-14165,7,4,3,2,4
INC-14166,6,5,3,3,4
INC-14167,5,8,3,3,9
INC-14168,6,9,3,3,4
INC-14169,3,2,3,3,6
INC-14170,1,6,0,0,7
INC-14171,3,3,3,3,6
INC-14172,0,3,1,0,3
INC-14173,1,8,0,0,5
INC-14174,7,4,3,2,4
INC-14175,7,2,1,2,2
INC-14176,1,2,0,0,7
INC-14177,7,9,2,1,6
INC-14178,1,0,1,0,3
INC-14179,0,4,3,0,3
INC-14180,7,7,0,2,1
INC-14181,3,1,3,3,6
INC-14182,7,2,2,1,7
INC-14183,0,9,3,1,1
INC-14184,5,5,3,3,1
INC-14185,0,4,1,0,0
INC-14186,5,8,3,3,6
INC-14187,6,2,3,3,6
INC-14188,4,7,0,1,9
INC-14189,0,5,2,1,7
INC-14190,3,3,3,2,6
INC-14191,1,3,2,1,0
INC-14192,1,9,2,1,0
INC-14193,3,9,3,3,4
INC-14194,2,5,2,1,0
INC-14195,4,10,2,2,9
INC-14196,6,7,3,3,4
INC-14197,2,0,2,1,4
INC-14198,7,10,3,2,0
INC-14199,0,2,1,1,2
INC-14200,5,2,3,2,9
INC-14201,1,8,1,0,6
INC-14202,1,0,0,1,9
INC-14203,6,0,3,3,9
INC-14204,5,9,3,3,1
INC-14205,4,2,0,2,4
INC-14206,1,1,0,1,3
INC-14207,4,0,0,1,0
INC-14208,0,10,0,0,2
INC-14209,7,1,2,1,0
INC-14210,1,3,1,0,7
INC-14211,6,5,3,3,4
INC-14212,4,1,3,1,5
INC-14213,0,0,2,0,3
INC-14214,3,8,3,3,1
INC-14215,1,10,2,1,2
INC-14216,4,8,3,2,5
INC-14217,1,1,0,0,8
INC-14218,7,10,2,2,0
INC-14219,5,2,3,2,9
INC-14220,7,8,2,1,7
INC-14221,1,8,0,0,0
INC-14222,4,1,0,2,6
INC-14223,6,6,3,3,6
INC-14224,6,5,3,3,1
INC-14225,1,10,1,0,8
INC-14226,3,1,3,3,6
INC-14227,4,3,2,1,3
INC-14228,7,10,1,1,0
INC-14229,6,4,0,2,7
INC-14230,7,10,3,2,7
INC-14231,5,3,3,3,6
INC-14232,5,8,3,2,9
INC-14233,6,1,3,3,1
INC-14234,5,5,3,2,9
INC-14235,3,3,3,3,1
INC-14236,4,0,1,2,5
INC-14237,6,4,3,2,9
INC-14238,3,4,3,2,6
INC-14239,4,1,0,1,3
INC-14240,5,4,3,3,6
INC-14241,4,10,0,2,6
INC-14242,5,1,3,3,1
INC-14243,1,4,0,1,6
INC-14244,6,4,3,2,6
INC-14245,1,10,0,1,3
INC-14246,3,8,3,2,1
INC-14247,4,1,0,2,2
INC-14248,5,4,3,2,6
INC-14249,1,5,3,1,4
INC-14250,6,4,3,2,6
INC-14251,2,0,0,1,0
INC-14252,0,1,2,1,7
INC-14253,0,2,0,1,2
INC-14254,7,6,2,2,0
INC-14255,4,7,1,1,6
INC-14256,0,6,0,1,7
INC-14257,7,8,3,2,0
INC-14258,7,4,0,2,9
INC-14259,1,6,1,0,3
INC-14260,5,9,3,3,9
INC-14261,7,7,1,2,9
INC-14262,4,1,0,2,0
INC-14263,7,10,0,2,3
INC-14264,5,6,3,3,6
INC-14265,6,6,3,3,6
INC-14266,3,6,3,3,1
INC-14267,2,4,0,1,7
INC-14268,2,1,3,1,1
INC-14269,4,3,3,2,0
INC-14270,1,7,1,0,2
INC-14271,0,3,2,0,9
INC-14272,6,6,0,3,4
INC-14273,6,8,0,3,1
INC-14274,2,2,1,1,2
INC-14275,5,0,3,3,1
INC-14276,4,3,0,2,9
INC-14277,4,5,0,2,8
INC-14278,0,2,1,0,3
INC-14279,1,7,2,1,7
INC-14280,7,0,3,2,7
INC-14281,4,0,3,1,1
INC-14282,7,3,2,2,2
INC-14283,2,1,2,0,2
INC-14284,1,6,0,0,7
INC-14285,5,10,3,3,9
INC-14286,7,0,1,2,4
INC-14287,4,9,3,2,7
INC-14288,5,2,3,2,9
INC-14289,4,4,0,2,3
INC-14290,1,5,1,0,3
INC-14291,1,8,2,0,2
INC-14292,7,5,3,1,9
INC-14293,2,1,0,1,4
INC-14294,2,4,1,1,2
INC-14295,2,1,1,0,0
INC-14296,3,1,3,2,1
INC-14297,3,1,2,3,0
INC-14298,3,1,3,2,6
INC-14299,4,1,0,2,2
INC-14300,4,0,1,1,3
INC-14301,4,4,2,1,2
INC-14302,3,3,3,3,9
INC-14303,4,3,1,1,4
INC-14304,3,7,3,3,9
INC-14305,2,6,1,1,3
INC-14306,2,3,1,0,0
INC-14307,7,0,1,2,2
INC-14308,6,4,3,3,1
INC-14309,2,5,2,0,1
INC-14310,4,9,3,2,2
INC-14311,4,7,2,2,8
INC-14312,6,10,2,3,2
INC-14313,6,8,3,2,9
INC-14314,1,4,0,1,3
INC-14315,0,2,0,1,0
INC-14316,2,8,2,1,2
INC-14317,5,8,3,3,2
INC-14318,7,7,3,2,2
INC-14319,1,9,2,1,7
INC-14320,2,3,1,1,7
INC-14321,1,5,1,0,9
INC-14322,5,0,3,3,4
INC-14323,0,2,3,1,8
INC-14324,2,1,0,0,2
INC-14325,6,1,3,3,1
INC-14326,5,9,3,3,1
INC-14327,2,1,2,0,3
INC-14328,2,10,1,1,2
INC-14329,6,1,3,3,9
INC-14330,0,10,2,0,1
INC-14331,6,10,2,3,7
INC-14332,2,9,0,0,3
INC-14333,0,6,2,0,2
INC-14334,0,2,0,1,3
INC-14335,3,8,3,2,6
INC-14336,3,2,3,3,6
INC-14337,1,10,1,0,2
INC-14338,1,9,2,1,7
INC-14339,3,4,3,3,6
INC-14340,1,9,2,0,3
INC-14341,4,1,0,1,5
INC-14342,1,9,1,0,2
INC-14343,4,8,2,2,1
INC-14344,7,10,0,2,0
INC-14345,0,6,1,1,0
INC-14346,6,1,3,3,1
INC-14347,6,4,3,3,9
INC-14348,0,0,2,1,3
INC-14349,3,0,3,3,4
INC-14350,6,1,1,3,9
INC-14351,7,1,0,1,0
