Incident_ID,Victim_District,Fraud_Type,Amount_INR,Time_of_Complaint,Time_to_Withdraw,Target_ATM_Zone,Specific_ATM_Location
INC-10194,Tonk,UPI Scam,25841,17:35,1-2 Hours,Mansarovar,"ICICI ATM, Patrakar Colony, Mansarovar"
INC-10195,Jodhpur,UPI Scam,6260,13:55,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Kabir Marg, Bani Park"
INC-10196,Pali,OLX Scam,24936,17:00,1-2 Hours,Malviya Nagar,"PNB ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-10197,Sikar,Credit Card Cloning,55868,03:19,12-24 Hours,Jhotwara,"ICICI ATM, Kalwar Road, Jhotwara"
INC-10198,Bikaner,Loan App Fraud,40187,12:18,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-10199,Tonk,UPI Scam,2187,20:14,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Patrakar Colony, Mansarovar"
INC-10200,Udaipur,OLX Scam,10489,05:13,1-2 Hours,Bani Park,"Union Bank ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10201,Kota,OLX Scam,16200,18:57,1-2 Hours,Mansarovar,"SBI ATM, Patrakar Colony, Mansarovar"
INC-10202,Bikaner,Investment Scam,76552,04:33,12-24 Hours,Pratap Nagar,"SBI ATM, Kumbha Marg, Pratap Nagar"
INC-10203,Jodhpur,UPI Scam,26234,20:51,1-2 Hours,Mansarovar,"Union Bank ATM, Madhyam Marg, Mansarovar"
INC-10204,Sikar,Sextortion,246186,00:10,12-24 Hours,Jhotwara,"HDFC ATM, Panchawala, Jhotwara"
INC-10205,Bikaner,UPI Scam,6858,00:14,1-2 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-10206,Jaipur,Sextortion,148907,22:38,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Kanta Chauraha, Jhotwara"
INC-10207,Bhilwara,OLX Scam,12344,18:50,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Sector 3 Market, Malviya Nagar"
INC-10208,Jodhpur,Sextortion,185688,23:02,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-10209,Kota,Sextortion,83065,04:57,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-10210,Ajmer,Job Fraud,98914,07:17,12-24 Hours,C-Scheme,"Union Bank ATM, MI Road Junction, C-Scheme"
INC-10211,Udaipur,Sextortion,270066,04:11,12-24 Hours,Jhotwara,"ICICI ATM, Kalwar Road, Jhotwara"
INC-10212,Jaipur,UPI Scam,4171,11:35,1-2 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-10213,Alwar,Loan App Fraud,95553,00:26,12-24 Hours,Mansarovar,"PNB ATM, Madhyam Marg, Mansarovar"
INC-10214,Jaipur,Loan App Fraud,77604,16:54,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Sector 2, Vidyadhar Nagar"
INC-10215,Alwar,UPI Scam,7755,20:56,1-2 Hours,Jhotwara,"HDFC ATM, Triton Mall Road, Jhotwara"
INC-10216,Udaipur,OLX Scam,13923,13:03,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Sector 3 Market, Malviya Nagar"
INC-10217,Udaipur,Sextortion,298283,03:11,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Kalwar Road, Jhotwara"
INC-10218,Alwar,KYC Fraud,15517,13:08,1-2 Hours,Bani Park,"SBI ATM, Kabir Marg, Bani Park"
INC-10219,Tonk,Loan App Fraud,61018,17:50,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Kanta Chauraha, Jhotwara"
INC-10220,Ajmer,KYC Fraud,26859,19:28,1-2 Hours,Malviya Nagar,"Union Bank ATM, Calgiri Road, Malviya Nagar"
INC-10221,Bikaner,Sextortion,206560,03:36,12-24 Hours,Jhotwara,"Union Bank ATM, Triton Mall Road, Jhotwara"
INC-10222,Jaipur,Credit Card Cloning,117136,23:05,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-10223,Tonk,Job Fraud,48261,16:39,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-10224,Ajmer,Investment Scam,92260,22:18,12-24 Hours,Sitapura Industrial,"Union Bank ATM, RIICO Phase 1, Sitapura Industrial"
INC-10225,Sikar,UPI Scam,11730,15:55,1-2 Hours,Mansarovar,"Bank of Baroda ATM, VT Road Chauraha, Mansarovar"
INC-10226,Kota,UPI Scam,23016,15:38,1-2 Hours,Malviya Nagar,"ICICI ATM, Sector 3 Market, Malviya Nagar"
INC-10227,Kota,UPI Scam,8048,13:39,1-2 Hours,Bani Park,"HDFC ATM, Collectorate Circle, Bani Park"
INC-10228,Alwar,Investment Scam,296199,21:54,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Haldi Ghati Marg, Pratap Nagar"
INC-10229,Kota,Loan App Fraud,83140,13:40,12-24 Hours,Malviya Nagar,"Bank of Baroda ATM, Calgiri Road, Malviya Nagar"
INC-10230,Bikaner,Credit Card Cloning,142927,04:58,12-24 Hours,Sitapura Industrial,"Union Bank ATM, RIICO Phase 1, Sitapura Industrial"
INC-10231,Pali,KYC Fraud,16597,15:55,1-2 Hours,Mansarovar,"Axis Bank ATM, Kissan Dharam Kanta, Mansarovar"
INC-10232,Pali,UPI Scam,16765,19:13,1-2 Hours,Bani Park,"HDFC ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10233,Jaipur,Job Fraud,53875,19:53,12-24 Hours,Bani Park,"HDFC ATM, Peetal Factory, Bani Park"
INC-10234,Kota,UPI Scam,3250,17:11,1-2 Hours,Mansarovar,"Union Bank ATM, Patrakar Colony, Mansarovar"
INC-10235,Bhilwara,UPI Scam,17688,11:08,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, VT Road Chauraha, Mansarovar"
INC-10236,Tonk,KYC Fraud,23793,16:43,1-2 Hours,Mansarovar,"HDFC ATM, Kissan Dharam Kanta, Mansarovar"
INC-10237,Alwar,Loan App Fraud,25989,05:54,1-2 Hours,C-Scheme,"Union Bank ATM, Subhash Marg, C-Scheme"
INC-10238,Ajmer,Investment Scam,106259,02:52,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Central Spine, Vidyadhar Nagar"
INC-10239,Sikar,Job Fraud,69436,11:37,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-10240,Bikaner,Investment Scam,123579,03:49,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-10241,Alwar,Investment Scam,73547,04:30,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-10242,Sikar,UPI Scam,21369,18:24,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Nursery Circle, Vaishali Nagar"
INC-10243,Kota,Sextortion,297597,23:05,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 11, Pratap Nagar"
INC-10244,Alwar,Loan App Fraud,65821,03:04,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, India Gate, Sitapura Industrial"
INC-10245,Bikaner,KYC Fraud,3051,12:43,1-2 Hours,Malviya Nagar,"Union Bank ATM, JLN Marg, Malviya Nagar"
INC-10246,Tonk,OLX Scam,6121,16:16,1-2 Hours,Mansarovar,"Axis Bank ATM, Kissan Dharam Kanta, Mansarovar"
INC-10247,Jodhpur,Job Fraud,99070,05:48,12-24 Hours,Sitapura Industrial,"PNB ATM, EPI Zone, Sitapura Industrial"
INC-10248,Bhilwara,Loan App Fraud,62839,10:56,12-24 Hours,Jagatpura,"SBI ATM, SKIT College Road, Jagatpura"
INC-10249,Bhilwara,Loan App Fraud,15147,02:29,1-2 Hours,Jagatpura,"ICICI ATM, 7 Number Stand, Jagatpura"
INC-10250,Udaipur,Loan App Fraud,47075,12:28,12-24 Hours,Jagatpura,"Kotak Mahindra ATM, Mahal Road, Jagatpura"
INC-10251,Alwar,Sextortion,122329,08:33,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10252,Ajmer,Credit Card Cloning,262920,03:04,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-10253,Pali,Job Fraud,58998,15:23,12-24 Hours,Jagatpura,"Union Bank ATM, Mahal Road, Jagatpura"
INC-10254,Sikar,KYC Fraud,19168,16:40,1-2 Hours,Mansarovar,"PNB ATM, Kissan Dharam Kanta, Mansarovar"
INC-10255,Sikar,KYC Fraud,16021,09:07,1-2 Hours,Bani Park,"Axis Bank ATM, Peetal Factory, Bani Park"
INC-10256,Jodhpur,Sextortion,272343,04:41,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-10257,Udaipur,KYC Fraud,14439,17:57,1-2 Hours,Bani Park,"ICICI ATM, Kabir Marg, Bani Park"
INC-10258,Jodhpur,Job Fraud,27800,08:32,1-2 Hours,Pratap Nagar,"PNB ATM, Sector 16 Market, Pratap Nagar"
INC-10259,Jodhpur,Investment Scam,126291,08:13,12-24 Hours,Vaishali Nagar,"SBI ATM, Queens Road, Vaishali Nagar"
INC-10260,Alwar,KYC Fraud,4356,10:33,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Gandhi Path, Vaishali Nagar"
INC-10261,Kota,OLX Scam,29152,11:28,1-2 Hours,Bani Park,"PNB ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10262,Bhilwara,KYC Fraud,19722,00:21,1-2 Hours,Bani Park,"PNB ATM, Collectorate Circle, Bani Park"
INC-10263,Jaipur,Investment Scam,118573,23:34,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-10264,Tonk,OLX Scam,28549,19:38,1-2 Hours,Malviya Nagar,"HDFC ATM, Apex Circle, Malviya Nagar"
INC-10265,Kota,Investment Scam,129270,00:02,12-24 Hours,Pratap Nagar,"ICICI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-10266,Udaipur,OLX Scam,4778,20:20,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Peetal Factory, Bani Park"
INC-10267,Alwar,Loan App Fraud,89966,08:21,12-24 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-10268,Bhilwara,KYC Fraud,5901,18:18,1-2 Hours,Mansarovar,"Bank of Baroda ATM, VT Road Chauraha, Mansarovar"
INC-10269,Udaipur,UPI Scam,18537,14:12,1-2 Hours,Malviya Nagar,"HDFC ATM, JLN Marg, Malviya Nagar"
INC-10270,Bhilwara,OLX Scam,27884,10:51,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-10271,Tonk,KYC Fraud,5534,11:08,1-2 Hours,Bani Park,"Union Bank ATM, Collectorate Circle, Bani Park"
INC-10272,Sikar,Investment Scam,73649,10:50,12-24 Hours,Mansarovar,"HDFC ATM, Rajat Path, Mansarovar"
INC-10273,Jaipur,OLX Scam,16886,11:30,1-2 Hours,Mansarovar,"HDFC ATM, Rajat Path, Mansarovar"
INC-10274,Alwar,UPI Scam,19560,10:39,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Apex Circle, Malviya Nagar"
INC-10275,Pali,KYC Fraud,8597,09:49,1-2 Hours,Bani Park,"SBI ATM, Kabir Marg, Bani Park"
INC-10276,Sikar,OLX Scam,13293,13:37,1-2 Hours,Bani Park,"Union Bank ATM, Peetal Factory, Bani Park"
INC-10277,Tonk,Loan App Fraud,25197,06:00,1-2 Hours,Jhotwara,"HDFC ATM, Triton Mall Road, Jhotwara"
INC-10278,Jaipur,Job Fraud,71241,03:03,12-24 Hours,C-Scheme,"Bank of Baroda ATM, Ahinsa Circle, C-Scheme"
INC-10279,Kota,Investment Scam,260665,04:45,12-24 Hours,Pratap Nagar,"Union Bank ATM, Sector 16 Market, Pratap Nagar"
INC-10280,Bhilwara,KYC Fraud,16791,20:43,1-2 Hours,Vaishali Nagar,"ICICI ATM, Hanuman Nagar, Vaishali Nagar"
INC-10281,Bhilwara,Investment Scam,158079,00:05,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Tonk Road Junction, Sitapura Industrial"
INC-10282,Bikaner,OLX Scam,15046,09:00,1-2 Hours,Bani Park,"ICICI ATM, Peetal Factory, Bani Park"
INC-10283,Alwar,Job Fraud,37703,19:24,12-24 Hours,C-Scheme,"Axis Bank ATM, Subhash Marg, C-Scheme"
INC-10284,Jaipur,Sextortion,228254,04:44,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-10285,Tonk,KYC Fraud,27900,11:21,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Gandhi Path, Vaishali Nagar"
INC-10286,Bikaner,Investment Scam,56605,01:49,12-24 Hours,Sitapura Industrial,"HDFC ATM, EPI Zone, Sitapura Industrial"
INC-10287,Kota,Sextortion,221620,06:45,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Sector 11, Pratap Nagar"
INC-10288,Kota,Sextortion,136735,07:56,12-24 Hours,C-Scheme,"ICICI ATM, Statue Circle, C-Scheme"
INC-10289,Jodhpur,Sextortion,116720,00:50,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Sector 11, Pratap Nagar"
INC-10290,Bhilwara,OLX Scam,20050,15:53,1-2 Hours,Mansarovar,"Union Bank ATM, VT Road Chauraha, Mansarovar"
INC-10291,Jodhpur,UPI Scam,5532,10:22,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Nursery Circle, Vaishali Nagar"
INC-10292,Ajmer,Sextortion,150856,22:45,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-10293,Jaipur,Investment Scam,258248,22:26,12-24 Hours,Jhotwara,"PNB ATM, Lata Circle, Jhotwara"
INC-10294,Jaipur,KYC Fraud,28562,16:24,1-2 Hours,Vaishali Nagar,"SBI ATM, Gandhi Path, Vaishali Nagar"
INC-10295,Udaipur,Investment Scam,70899,23:38,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-10296,Kota,Job Fraud,30452,09:50,12-24 Hours,Jagatpura,"HDFC ATM, Ramnagariya, Jagatpura"
INC-10297,Pali,Sextortion,57337,03:13,12-24 Hours,Pratap Nagar,"SBI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-10298,Udaipur,Job Fraud,29607,23:38,1-2 Hours,C-Scheme,"Union Bank ATM, MI Road Junction, C-Scheme"
INC-10299,Tonk,Job Fraud,76882,19:38,12-24 Hours,Malviya Nagar,"SBI ATM, Sector 3 Market, Malviya Nagar"
INC-10300,Ajmer,KYC Fraud,8892,19:02,1-2 Hours,Bani Park,"PNB ATM, Kabir Marg, Bani Park"
INC-10301,Pali,KYC Fraud,13145,02:17,1-2 Hours,Bani Park,"PNB ATM, Peetal Factory, Bani Park"
INC-10302,Bhilwara,Job Fraud,31617,22:24,12-24 Hours,Jagatpura,"Union Bank ATM, Ramnagariya, Jagatpura"
INC-10303,Jaipur,Credit Card Cloning,189996,02:52,12-24 Hours,Malviya Nagar,"Axis Bank ATM, Calgiri Road, Malviya Nagar"
INC-10304,Jodhpur,Loan App Fraud,74272,09:25,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Lata Circle, Jhotwara"
INC-10305,Kota,Credit Card Cloning,162450,01:09,12-24 Hours,Sitapura Industrial,"HDFC ATM, RIICO Phase 1, Sitapura Industrial"
INC-10306,Jodhpur,KYC Fraud,7131,17:59,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Kabir Marg, Bani Park"
INC-10307,Jaipur,Job Fraud,47391,14:58,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Collectorate Circle, Bani Park"
INC-10308,Ajmer,Credit Card Cloning,112059,03:24,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Central Spine, Vidyadhar Nagar"
INC-10309,Kota,Credit Card Cloning,64452,20:02,12-24 Hours,Mansarovar,"PNB ATM, VT Road Chauraha, Mansarovar"
INC-10310,Pali,Loan App Fraud,39568,23:29,12-24 Hours,Malviya Nagar,"PNB ATM, Calgiri Road, Malviya Nagar"
INC-10311,Sikar,Job Fraud,23149,00:28,1-2 Hours,C-Scheme,"SBI ATM, Ahinsa Circle, C-Scheme"
INC-10312,Tonk,Sextortion,216992,01:35,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-10313,Udaipur,Investment Scam,167636,23:21,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Lata Circle, Jhotwara"
INC-10314,Tonk,KYC Fraud,24716,16:50,1-2 Hours,Bani Park,"PNB ATM, Kabir Marg, Bani Park"
INC-10315,Jaipur,Loan App Fraud,62400,15:19,12-24 Hours,Pratap Nagar,"ICICI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-10316,Pali,Investment Scam,220249,22:46,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-10317,Ajmer,Job Fraud,59687,09:59,12-24 Hours,Vaishali Nagar,"ICICI ATM, Nursery Circle, Vaishali Nagar"
INC-10318,Alwar,Sextortion,290980,03:50,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Central Spine, Vidyadhar Nagar"
INC-10319,Kota,Sextortion,216531,02:02,12-24 Hours,Jhotwara,"ICICI ATM, Panchawala, Jhotwara"
INC-10320,Bikaner,Loan App Fraud,15844,05:44,1-2 Hours,Jagatpura,"ICICI ATM, NRI Colony, Jagatpura"
INC-10321,Udaipur,OLX Scam,28514,14:41,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Apex Circle, Malviya Nagar"
INC-10322,Bhilwara,UPI Scam,22107,10:30,1-2 Hours,Mansarovar,"Axis Bank ATM, Patrakar Colony, Mansarovar"
INC-10323,Bikaner,OLX Scam,28076,17:25,1-2 Hours,Vaishali Nagar,"SBI ATM, Queens Road, Vaishali Nagar"
INC-10324,Jodhpur,KYC Fraud,19017,10:02,1-2 Hours,Bani Park,"HDFC ATM, Kabir Marg, Bani Park"
INC-10325,Bhilwara,Sextortion,129722,22:02,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-10326,Jodhpur,Sextortion,110595,04:35,12-24 Hours,Pratap Nagar,"Union Bank ATM, Sector 11, Pratap Nagar"
INC-10327,Pali,Credit Card Cloning,137304,00:17,12-24 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-10328,Bikaner,Investment Scam,117048,04:26,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Sector 11, Pratap Nagar"
INC-10329,Udaipur,Investment Scam,201601,01:20,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Tonk Road, Pratap Nagar"
INC-10330,Kota,Investment Scam,103752,23:19,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Tonk Road Junction, Sitapura Industrial"
INC-10331,Ajmer,OLX Scam,19895,13:59,1-2 Hours,Mansarovar,"ICICI ATM, Rajat Path, Mansarovar"
INC-10332,Sikar,Credit Card Cloning,255737,23:35,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, EPI Zone, Sitapura Industrial"
INC-10333,Udaipur,Job Fraud,30787,02:14,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Sector 2, Vidyadhar Nagar"
INC-10334,Udaipur,Job Fraud,23468,00:07,1-2 Hours,C-Scheme,"PNB ATM, Ahinsa Circle, C-Scheme"
INC-10335,Ajmer,UPI Scam,9939,10:42,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10336,Kota,Sextortion,100954,22:05,12-24 Hours,Sitapura Industrial,"Union Bank ATM, India Gate, Sitapura Industrial"
INC-10337,Alwar,Loan App Fraud,45101,03:52,12-24 Hours,Jagatpura,"Union Bank ATM, 7 Number Stand, Jagatpura"
INC-10338,Jaipur,Job Fraud,16003,07:08,1-2 Hours,Vaishali Nagar,"PNB ATM, Nursery Circle, Vaishali Nagar"
INC-10339,Alwar,Sextortion,153024,03:23,12-24 Hours,Pratap Nagar,"SBI ATM, Sector 11, Pratap Nagar"
INC-10340,Bikaner,Loan App Fraud,40194,02:01,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-10341,Pali,Sextortion,73005,04:33,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Sector 2, Vidyadhar Nagar"
INC-10342,Tonk,Job Fraud,63367,22:27,12-24 Hours,Malviya Nagar,"Axis Bank ATM, JLN Marg, Malviya Nagar"
INC-10343,Bhilwara,Sextortion,85329,01:58,12-24 Hours,Jhotwara,"PNB ATM, Kalwar Road, Jhotwara"
INC-10344,Alwar,Job Fraud,97006,04:49,12-24 Hours,Bani Park,"SBI ATM, Collectorate Circle, Bani Park"
INC-10345,Bikaner,UPI Scam,23005,23:54,1-2 Hours,Pratap Nagar,"Axis Bank ATM, Haldi Ghati Marg, Pratap Nagar"
INC-10346,Jodhpur,Credit Card Cloning,52738,09:00,12-24 Hours,Mansarovar,"Axis Bank ATM, Madhyam Marg, Mansarovar"
INC-10347,Jodhpur,UPI Scam,9666,17:25,1-2 Hours,Vaishali Nagar,"ICICI ATM, Queens Road, Vaishali Nagar"
INC-10348,Ajmer,UPI Scam,8498,12:32,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kissan Dharam Kanta, Mansarovar"
INC-10349,Jaipur,Job Fraud,97787,00:56,12-24 Hours,C-Scheme,"PNB ATM, MI Road Junction, C-Scheme"
INC-10350,Ajmer,KYC Fraud,17764,16:27,1-2 Hours,Malviya Nagar,"HDFC ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-10351,Jaipur,Loan App Fraud,36134,18:22,12-24 Hours,C-Scheme,"Axis Bank ATM, Ahinsa Circle, C-Scheme"
INC-10352,Jaipur,UPI Scam,28228,09:58,1-2 Hours,Mansarovar,"Union Bank ATM, Kaveri Path, Mansarovar"
INC-10353,Udaipur,Loan App Fraud,67724,00:08,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-10354,Jaipur,Loan App Fraud,54534,06:34,12-24 Hours,C-Scheme,"PNB ATM, Ahinsa Circle, C-Scheme"
INC-10355,Tonk,UPI Scam,13619,14:29,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Gandhi Path, Vaishali Nagar"
INC-10356,Jaipur,Job Fraud,50641,21:44,12-24 Hours,C-Scheme,"HDFC ATM, Ahinsa Circle, C-Scheme"
INC-10357,Tonk,Credit Card Cloning,262523,03:20,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 11, Pratap Nagar"
INC-10358,Alwar,OLX Scam,25749,11:00,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Kabir Marg, Bani Park"
INC-10359,Jodhpur,Investment Scam,195140,14:13,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-10360,Sikar,UPI Scam,8928,18:19,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Peetal Factory, Bani Park"
INC-10361,Udaipur,Sextortion,68957,01:10,12-24 Hours,Vidyadhar Nagar,"PNB ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-10362,Tonk,Credit Card Cloning,180539,22:46,12-24 Hours,Jagatpura,"Union Bank ATM, SKIT College Road, Jagatpura"
INC-10363,Kota,OLX Scam,9008,17:47,1-2 Hours,Jagatpura,"SBI ATM, 7 Number Stand, Jagatpura"
INC-10364,Bikaner,Investment Scam,222402,03:30,12-24 Hours,Jhotwara,"Union Bank ATM, Triton Mall Road, Jhotwara"
INC-10365,Jodhpur,KYC Fraud,16280,15:12,1-2 Hours,Mansarovar,"Axis Bank ATM, VT Road Chauraha, Mansarovar"
INC-10366,Sikar,Job Fraud,39980,23:20,12-24 Hours,Jhotwara,"Union Bank ATM, Kalwar Road, Jhotwara"
INC-10367,Pali,UPI Scam,10928,21:26,1-2 Hours,C-Scheme,"HDFC ATM, Ahinsa Circle, C-Scheme"
INC-10368,Udaipur,UPI Scam,23773,17:47,1-2 Hours,Mansarovar,"PNB ATM, Kissan Dharam Kanta, Mansarovar"
INC-10369,Alwar,UPI Scam,4477,18:43,1-2 Hours,Mansarovar,"HDFC ATM, Rajat Path, Mansarovar"
INC-10370,Ajmer,OLX Scam,4325,19:21,1-2 Hours,Mansarovar,"Union Bank ATM, VT Road Chauraha, Mansarovar"
INC-10371,Jaipur,OLX Scam,9258,12:03,1-2 Hours,Bani Park,"HDFC ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10372,Bikaner,UPI Scam,23621,20:24,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10373,Bhilwara,Investment Scam,270597,02:14,12-24 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-10374,Bhilwara,OLX Scam,24792,01:06,1-2 Hours,Jhotwara,"SBI ATM, Triton Mall Road, Jhotwara"
INC-10375,Alwar,UPI Scam,5303,17:26,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Hanuman Nagar, Vaishali Nagar"
INC-10376,Jaipur,Job Fraud,34037,16:01,12-24 Hours,C-Scheme,"Kotak Mahindra ATM, MI Road Junction, C-Scheme"
INC-10377,Jodhpur,KYC Fraud,14232,10:31,1-2 Hours,Mansarovar,"HDFC ATM, Kissan Dharam Kanta, Mansarovar"
INC-10378,Ajmer,OLX Scam,7828,09:21,1-2 Hours,Mansarovar,"HDFC ATM, Kissan Dharam Kanta, Mansarovar"
INC-10379,Alwar,OLX Scam,18870,09:53,1-2 Hours,Vaishali Nagar,"HDFC ATM, Gandhi Path, Vaishali Nagar"
INC-10380,Alwar,Credit Card Cloning,276319,02:48,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Kumbha Marg, Pratap Nagar"
INC-10381,Bhilwara,Loan App Fraud,57567,02:30,12-24 Hours,C-Scheme,"Union Bank ATM, Ashok Marg, C-Scheme"
INC-10382,Bhilwara,KYC Fraud,7103,12:01,1-2 Hours,Malviya Nagar,"PNB ATM, Calgiri Road, Malviya Nagar"
INC-10383,Jodhpur,Job Fraud,94669,17:48,12-24 Hours,Vaishali Nagar,"PNB ATM, Queens Road, Vaishali Nagar"
INC-10384,Jaipur,OLX Scam,5305,16:31,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-10385,Sikar,UPI Scam,24897,20:10,1-2 Hours,Mansarovar,"ICICI ATM, Kaveri Path, Mansarovar"
INC-10386,Kota,Sextortion,124804,22:48,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-10387,Ajmer,Loan App Fraud,42383,13:34,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-10388,Jodhpur,Job Fraud,61563,09:59,12-24 Hours,Pratap Nagar,"PNB ATM, Tonk Road, Pratap Nagar"
INC-10389,Jaipur,Sextortion,218580,23:29,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Panchawala, Jhotwara"
